,x1,x2,errors,class
0,8.61361079812275,9.129905464936735,1,0
1,10.995090321049535,5.450843520041235,0,0
2,11.008861601363858,12.501629731413187,0,0
3,10.785574988865216,9.11436282814194,0,0
4,9.368325584980628,9.776021043475733,0,0
5,10.931968567701059,11.946675340013948,0,0
6,11.805296745321964,7.369500286310625,0,0
7,8.709303732907312,8.778667966919096,0,0
8,8.377709251703429,9.962710692119845,0,0
9,11.141909513734642,9.540640190109354,1,0
10,11.429707756215604,8.379925579937868,0,0
11,9.91821697664464,10.429945536200579,0,0
12,11.03974283171178,9.744816532055042,0,0
13,6.992504876685123,10.377107678892594,1,0
14,9.433591162632306,12.106126188230622,1,0
15,12.052860870405118,7.873466583373991,0,0
16,9.320899277202635,11.563463436965018,0,0
17,13.534735359522738,9.248848520284678,1,0
18,12.642873322223728,12.3131336714351,0,0
19,8.473850586323204,8.282274760264778,0,0
20,9.541374869887662,9.41003563314968,1,0
21,11.09061957551224,8.270519903167148,0,0
22,11.186104107071051,12.051354253675989,0,0
23,10.006741131145436,11.423639021940957,0,0
24,11.977488691595445,8.421704339779504,1,0
25,13.10735062533476,10.752146214032628,0,0
26,9.470035205239071,12.515370905002708,1,0
27,10.218646455611253,12.837160985256691,0,0
28,10.548375710768518,8.482269361973414,0,0
29,12.156932041187574,11.669919108648873,0,0
30,11.737934239969274,7.549297312665141,0,0
31,10.730576279088481,7.949069149639593,0,0
32,11.57911762596937,9.669027306853943,0,0
33,10.039028627853773,7.320290572184364,0,0
34,8.033396270825657,11.479804442358407,0,0
35,10.457926432203747,10.933304456232461,0,0
36,10.75387461596611,10.119403464984696,0,0
37,7.982768658397682,8.294260929726057,0,0
38,10.568452255853412,10.870425187186342,1,0
39,9.549199442566929,8.829798748449797,0,0
40,7.347167643788015,12.183210672565618,0,0
41,11.508668509092466,12.66440247976428,1,0
42,11.20519189215987,9.149979464532263,0,0
43,10.249041767868931,12.751323760904345,0,0
44,10.596325673648227,9.700864481263503,1,0
45,10.39928269000919,8.73596321358003,0,0
46,9.492193138002277,10.67321989993264,0,0
47,11.747389272289885,8.710054787132623,1,0
48,10.179454812148094,11.668916308921347,0,0
49,9.95050729156412,7.433073090445394,0,0
50,9.679430002731916,10.13940888151555,0,0
51,10.964960640090643,12.092385196651783,0,0
52,9.512092532642784,11.37484105819593,1,0
53,9.740072256271281,9.089607276451693,1,0
54,8.486502834203222,9.431791342879267,0,0
55,11.252063697072842,11.12663323725275,0,0
56,10.979117746431847,5.208864677926689,1,0
57,9.27972460462442,8.806245218682157,0,0
58,10.513667775218094,9.640427045411547,1,0
59,8.664971684153706,9.970663267975418,0,0
60,8.098402631246135,10.942118593371307,1,0
61,10.037632020563217,8.05899403872129,0,0
62,9.382535259225413,11.09178359599996,0,0
63,8.663965948292763,10.309462569868966,0,0
64,8.211541647942338,9.779146990785748,0,0
65,10.055474695163577,8.796090801831477,0,0
66,7.059814841284722,7.9012653335876575,0,0
67,7.872942570285053,10.38294814241382,0,0
68,7.348711821659148,9.377198386988841,0,0
69,6.343454756367063,6.033225444430062,0,0
70,10.20085840136391,12.183235328251971,0,0
71,10.927482652420595,8.365408999127716,0,0
72,9.702742062471001,10.94104659904558,0,0
73,10.457186027852805,8.49219299783943,0,0
74,11.513812915501546,11.77650015480343,1,0
75,8.36642806314789,13.599626230493719,0,0
76,9.816891249454152,8.364482583400171,0,0
77,7.543055915436134,11.108076305769375,0,0
78,11.837493422688784,11.823887974671585,1,0
79,8.376585478433896,12.116144508261534,1,0
80,9.158727264495857,10.314715452293015,0,0
81,11.50671736831406,12.225943201297742,1,0
82,10.309367358677068,9.184033338101269,0,0
83,10.081541679625547,10.126297249618492,0,0
84,14.156283313850883,11.877232864179408,0,0
85,10.625193715013898,6.328587721179405,0,0
86,7.163567260895545,13.894292272738667,0,0
87,9.035064972391256,9.819278076122133,1,0
88,8.28781604351086,8.49973828788779,0,0
89,9.36871589982125,7.759482912511272,0,0
90,11.628116129705436,9.630559839153861,0,0
91,10.945349327786342,9.4850390358249,0,0
92,9.293945354302352,5.023637494408126,0,0
93,11.23697221603242,10.567108575296663,0,0
94,8.535974740666303,10.316733924981031,0,0
95,11.354933407191,12.29014238778138,0,0
96,9.379967591767258,10.674439479828369,0,0
97,11.097566884015126,10.43881314382062,1,0
98,8.689584812141687,10.087289290738914,0,0
99,8.389878609188326,7.627181363357345,0,0
100,9.60194269079046,8.811891412588981,1,0
101,8.82188000746221,8.414466635339407,0,0
102,10.60399244071756,11.487121102863265,1,0
103,10.102138745116953,12.847691285268313,0,0
104,10.226146871248519,9.848738226428159,0,0
105,12.061851069471814,7.642638060335207,0,0
106,10.598211294949659,12.267742623615037,1,0
107,9.644559267945857,9.987988502931366,1,0
108,11.190473768871598,10.79632559329061,0,0
109,9.806479975497355,11.090029189213581,0,0
110,8.136276791540602,6.734090718773867,0,0
111,7.690121894567929,11.66903721616247,0,0
112,11.433636477878023,10.815996980635322,0,0
113,9.38197619353335,11.007179560370735,0,0
114,10.782035972198045,8.231187624790214,1,0
115,9.876148416917914,10.693012519617424,1,0
116,11.940115599936268,9.910211137459957,1,0
117,12.194233934760222,10.560966034705908,1,0
118,10.472835636206742,10.42134699257145,0,0
119,9.320521527359936,9.579926015746558,0,0
120,9.691147298435249,11.294415134268435,0,0
121,9.365109513368584,11.53318718976446,0,0
122,9.471000842807264,8.132717220793808,0,0
123,8.73264489441776,9.086114163830736,1,0
124,8.116496832724607,4.4620017970637775,0,0
125,13.756782681255949,12.632816055668147,0,0
126,9.02107282204428,12.22726801994014,0,0
127,9.759641181010405,8.73680229265998,0,0
128,7.4951878475776015,8.367781029829429,0,0
129,9.187373930114163,10.09391738054476,0,0
130,9.434967917382295,9.623692225993809,0,0
131,9.28602843582042,12.637704272823397,1,0
132,9.112541305331538,7.721886129787674,0,0
133,9.51107750968952,10.59330515498742,0,0
