,x,y,errors,class
0,9.3809036424068,17.480873609876454,0,0
1,9.909902176951611,22.48278412793411,0,0
2,11.263223976619415,5.092047300031748,0,0
3,8.551898913608376,7.740662090193285,1,0
4,7.370217614002296,4.533171435301295,1,0
5,8.073022380272807,14.41343342324585,1,0
6,9.683402017068785,-6.165871717003185,1,0
7,10.37171858535772,3.1300575631385,1,0
8,9.149701456849073,-1.5727675659745284,1,0
9,9.567258220929322,23.416393774478863,0,0
10,9.153617487898149,4.003433392094855,0,0
11,9.071622065419747,-0.5951696907716695,0,0
12,8.56759848521386,10.886771713306029,1,0
13,8.49852068723597,9.081890181619965,0,0
14,10.139294153034074,8.87743091631744,0,0
15,10.335274861259718,2.0901169310676044,1,0
16,11.185664189827358,-0.1525526355077771,0,0
17,10.743405980751689,11.732353664653758,0,0
18,7.622131529581184,6.921791980377543,0,0
19,7.778587802687513,5.499563076460266,0,0
20,10.560217734998526,-10.40829943654714,1,0
21,8.292665386455353,1.0635019471452587,0,0
22,8.54025836537085,-0.3250369800917339,0,0
23,11.662346464425932,6.744811346591842,0,0
24,10.435062252129619,5.553616630212495,0,0
25,8.714192517419054,6.20331501428785,1,0
26,9.698740547936959,8.086760781294869,0,0
27,9.020760895459826,18.426303787239057,1,0
28,12.15828882594413,-13.610825323224201,0,0
29,9.49094656030446,-1.5713738450420855,0,0
30,10.061812179945269,8.129272678749071,0,0
31,8.175408388979271,10.848251701499542,0,0
32,9.07538421515802,12.65907081307677,0,0
33,8.731569184815246,3.9525607177652606,1,0
34,10.421626894489181,8.405872492397247,1,0
35,10.17553789066892,7.379148546703512,0,0
36,8.206288738399957,18.449344839834446,0,0
37,9.996663526509929,2.255576179854539,0,0
38,10.049382544947958,-8.823665092545262,0,0
39,9.154570079657375,7.683040545888811,0,0
40,7.829381376452719,16.791912806735866,0,0
41,8.824401969288832,13.549772721051944,1,0
42,9.673008657714895,6.47088666882736,0,0
43,11.547926143655978,13.784169389942305,1,0
44,10.940528788657772,14.448172343368583,1,0
45,9.65120291865845,14.305842403044371,1,0
46,9.0419750015594,6.726020365977044,0,0
47,8.966875633283154,10.028801465200221,1,0
48,10.34443094669308,0.8374465503428885,0,0
49,11.106548991290317,1.7574649553736998,0,0
50,8.053334161223438,-1.0054621839510887,0,0
51,9.184578783360354,8.947362509077289,1,0
52,10.09556352131712,-9.73975790880559,1,0
53,8.708481348849139,22.810262613972256,1,0
54,8.957451341386385,4.75604787571136,0,0
55,9.191676357299965,2.493892114768001,0,0
56,10.018224947385278,16.862422387670954,0,0
