,x,y,label,clusters,new_clusters,true_class,predicted_class,errors
0,9.6660045113138,-3.9594154641618697,3,0,-1,0.0,1.0,1.0
1,10.278162109141858,-3.3920676784832944,3,0,-1,1.0,0.0,1.0
2,4.383861280259776,-1.9815552524714275,0,0,-1,0.0,1.0,1.0
3,3.182116515825382,-3.001194873529092,0,0,-1,0.0,1.0,1.0
4,3.2053531716326193,-4.272642954612156,0,0,-1,1.0,1.0,0.0
5,2.1451162209194665,-0.2898801425793449,0,0,-1,1.0,0.0,1.0
6,2.8228861560258114,-6.302892494544794,1,0,-1,1.0,0.0,1.0
7,2.6576578281308447,-2.6231522155864546,0,0,-1,1.0,1.0,0.0
8,3.2096220784055483,-1.8544615018025437,0,0,-1,1.0,0.0,1.0
9,10.035199485234902,-5.516741550458053,3,0,-1,1.0,1.0,0.0
10,9.841296668684784,-1.746330134803096,2,0,-1,1.0,1.0,0.0
11,2.818555946952233,-1.8819871529184473,0,0,-1,1.0,1.0,0.0
12,9.071949740813016,-4.238629208551497,3,0,-1,0.0,0.0,0.0
13,2.7414015545876276,-2.789531679523296,0,0,-1,1.0,1.0,0.0
14,2.17665213890307,-6.864579441705345,1,0,-1,1.0,0.0,1.0
15,9.430843770951773,-2.614781480831658,2,0,-1,1.0,1.0,0.0
16,3.387821023874053,-7.041042582958164,1,0,-1,1.0,1.0,0.0
17,10.39794949200961,-6.149021044184323,3,0,-1,0.0,1.0,1.0
18,9.632558102369218,-4.683350285964897,2,0,-1,1.0,1.0,0.0
19,3.904171865490057,-1.646297263782419,0,0,-1,1.0,1.0,0.0
20,4.065750086747319,-7.159723148930672,1,0,-1,1.0,1.0,0.0
21,9.593544644906732,-5.5140143325528115,3,0,-1,1.0,1.0,0.0
22,9.720740774233356,-3.4659977846419077,2,0,-1,1.0,0.0,1.0
23,1.1569082929713326,-0.7999348382821287,0,0,-1,1.0,1.0,0.0
24,9.587337059768277,-2.6867401119472967,2,0,-1,1.0,0.0,1.0
25,9.563798882788548,-2.7165523384235835,3,0,-1,1.0,1.0,0.0
26,9.407924074698178,-3.996333906118608,2,0,-1,1.0,1.0,0.0
27,3.8067800605380837,-7.532727311398722,1,0,-1,1.0,1.0,0.0
28,4.137707984015856,-7.400067476652197,1,0,-1,1.0,0.0,1.0
29,8.882385606779808,-3.0554477797290294,2,0,-1,0.0,1.0,1.0
30,9.753286552637729,-2.281166283920499,2,0,-1,1.0,1.0,0.0
31,10.394797904681354,-5.96848375155618,3,0,-1,1.0,1.0,0.0
32,10.462665968366684,-5.78630230160983,3,0,-1,1.0,1.0,0.0
33,2.2887987886096592,-2.6064933314854555,0,0,-1,1.0,1.0,0.0
34,10.61283961355191,-3.57737554575956,2,0,-1,1.0,0.0,1.0
35,2.992957074851154,-3.4465741965099306,0,0,-1,0.0,0.0,0.0
36,9.7045704611161,-5.774336783956114,3,0,-1,1.0,1.0,0.0
37,1.6839388330528031,-2.4852500099993486,0,0,-1,0.0,1.0,1.0
38,8.973820238719314,-4.269319133039043,2,0,-1,1.0,0.0,1.0
39,3.598840655127695,-3.6712538530733267,0,0,-1,1.0,1.0,0.0
40,1.5845799457749268,-3.221943861689898,0,0,-1,1.0,0.0,1.0
41,3.717885909187508,-6.459474016995504,1,0,-1,0.0,1.0,1.0
42,8.979916777124883,-5.963056435524489,3,0,-1,1.0,1.0,0.0
43,9.205515398011352,-4.7983472592998995,2,0,-1,0.0,0.0,0.0
44,9.45621536891725,-0.7769781469685393,2,0,-1,1.0,0.0,1.0
45,2.580377013686223,-3.448827935988292,0,0,-1,1.0,0.0,1.0
46,9.457140601095496,-3.3871960783396986,2,0,-1,0.0,1.0,1.0
47,10.464425186335061,-7.485184203903234,3,0,-1,1.0,1.0,0.0
48,3.541133731287805,-2.195275204741083,0,0,-1,0.0,1.0,1.0
49,3.4450270010432806,-4.543264000857842,0,0,-1,1.0,1.0,0.0
50,2.25656552306552,-3.2619582994657605,0,0,-1,1.0,1.0,0.0
51,3.4978335886614955,-3.144364493840295,0,0,-1,0.0,0.0,0.0
52,9.18240197517166,-4.844440256162757,3,0,-1,1.0,0.0,1.0
53,3.333871580742442,-2.281364147910979,0,0,-1,1.0,1.0,0.0
54,4.162107767136518,-1.4302887304673189,0,0,-1,0.0,1.0,1.0
55,1.727570629095672,-1.4841915193026174,0,0,-1,1.0,1.0,0.0
56,8.705419126708767,-3.5183844288985573,2,0,-1,0.0,0.0,0.0
57,9.953308006317647,-3.1866225950183997,2,0,-1,1.0,1.0,0.0
58,3.5885052373087545,-7.0480418302704395,1,0,-1,1.0,0.0,1.0
59,9.98980218209495,-3.620686377665666,3,0,-1,0.0,0.0,0.0
