,x,y,errors,class
0,9.291643357907317,4.099789316754292,0,0
1,9.750466243624686,3.979017027801222,0,0
2,9.90450348946204,3.795189546635285,1,0
3,10.241474586292826,4.796150371360737,1,0
4,9.979476792031429,4.46638202945476,0,0
5,9.304440124523365,4.172111359393533,0,0
6,9.831044305955022,3.8561304980166162,0,0
7,9.87138750538676,4.7866450827962375,1,0
8,9.444258529566143,3.8854717441051667,0,0
9,9.700387183611351,4.853995496379603,0,0
10,9.484356781980914,3.316999269791916,0,0
11,9.681618136108453,3.9368623256158735,1,0
12,9.635721791691521,3.85360891785915,1,0
13,9.672816330876547,4.716611017855075,1,0
14,9.768080727427588,4.698779157006649,1,0
15,9.827558733079346,4.507739089573246,1,0
16,9.409391481480366,4.445490400976572,0,0
17,9.842860324210456,4.172926309832855,0,0
18,10.20035222409458,4.810207610133011,0,0
19,9.439955577381923,3.9718282546504553,1,0
20,9.746459109332948,3.60432330952907,0,0
21,9.810423262237695,4.271979379968452,0,0
22,9.669758459460569,4.265724583254702,0,0
23,10.220284946607535,5.0630826708312675,0,0
24,10.138166998035874,4.0598504468576,1,0
25,9.078999176587034,3.9355419626099906,0,0
26,9.696187256194362,3.5822503609234233,1,0
27,10.26504673529174,4.448306927783949,0,0
28,9.617911190175379,4.625984156160695,1,0
29,9.866137658077664,3.66420424262038,0,0
30,10.086343059734604,4.674466798579748,0,0
31,9.820196694050052,3.7879873550126906,1,0
32,9.399384581461803,4.626782100383602,1,0
33,9.916903790289792,4.18454755941947,0,0
34,9.897404287764397,4.66980308608398,0,0
35,9.960168516874157,4.176688700428096,0,0
36,9.824028988371854,4.306249599522329,1,0
37,9.978939340428546,4.274137295866256,0,0
38,9.356623723437597,4.7123504216485,0,0
39,9.917711819079281,3.2939735402054273,0,0
40,10.143791597039852,4.4974341524003085,0,0
41,9.68234303652922,4.511923641001319,0,0
42,10.16465758800881,3.863718471386626,0,0
43,10.085178172336668,3.6649585569058223,0,0
44,10.21616220954965,4.533938376528613,0,0
45,9.624094911717405,3.755894756492263,0,0
46,10.364450353503539,3.7657384095491646,0,0
47,9.659266527591006,4.834049879824869,0,0
48,10.011720848812342,2.9909058519353464,0,0
49,9.38063333689937,4.30019970853464,0,0
50,10.108770791668375,4.87991950531535,0,0
51,9.725588661595364,3.5978062103184434,0,0
52,9.699317417747945,4.800566061798828,0,0
53,10.338224370392036,5.013523401945889,0,0
54,9.686702655680907,3.427964674957996,0,0
55,9.560379597927923,3.772088870728631,0,0
56,9.827827918590687,5.239291540123124,1,0
57,9.880582142727075,4.583897197250031,1,0
58,9.5687651883436,2.5881531860653393,0,0
59,10.185436449659178,4.401561257293143,0,0
60,9.900230656380428,4.756311171825277,0,0
61,9.702234500468766,3.6121600276554258,1,0
62,9.45500690584588,3.927693764017129,0,0
63,9.416070876879902,4.140392385292247,1,0
64,9.943224434515097,5.001562918542817,1,0
65,10.030222510185357,4.248210063104814,1,0
66,10.11333957400725,4.177028216091989,1,0
67,9.828908634645742,3.853723660995624,0,0
68,9.86344399223432,4.457656437957487,0,0
69,9.814467524369885,3.810381225343266,0,0
70,9.9125724592127,4.803636915905573,0,0
71,10.120879785002487,3.816229261074864,0,0
72,9.749046226610728,4.103671520602878,0,0
73,9.641897567235919,4.784221290774156,0,0
74,9.828896068038494,3.621082787618773,0,0
75,9.543675709463532,3.581167733778191,1,0
76,9.592536271903013,4.471506675680754,0,0
77,9.545555327945793,4.577647998914793,0,0
78,10.19719555177292,3.757346715488114,0,0
79,9.902956121454064,5.003299234406202,0,0
80,9.948382368764355,4.015872819762298,0,0
81,10.072320994220851,3.7743071999028928,0,0
82,9.516743354131146,4.435547814910656,0,0
83,9.985815241859939,4.493971517887519,1,0
84,10.077382541780148,4.0650195769811015,0,0
85,9.793488892557091,3.9707250120282884,0,0
86,9.845205346854549,4.338060374439129,1,0
87,9.719248968532995,3.7534451609030515,0,0
88,10.312573669180757,3.7566893442722322,1,0
89,9.267422028321278,3.745965911052424,0,0
90,9.655488074672986,3.7543505330097147,0,0
91,10.074635188530292,4.403660539718892,0,0
92,9.454042499327405,4.285811405013498,0,0
93,9.96750624382275,4.672283973775814,0,0
94,10.053648965887003,4.046421905923025,0,0
95,9.642205783015266,4.301419310688275,1,0
96,9.956627966900642,4.1949918414758125,0,0
97,9.386080973716274,4.308002281047543,0,0
98,10.394451622039616,3.6468323243005356,0,0
99,10.422810115003477,5.064732112615916,0,0
100,9.407237391559825,3.8988752443879067,1,0
101,9.661748292085843,4.8226533842277926,0,0
102,9.983499494360128,4.135817345839787,0,0
103,9.497632014556695,4.466103144031354,1,0
104,9.716595562744741,4.347428326311334,0,0
105,9.941927357245048,3.6798631073234565,0,0
106,9.977314509946952,5.326393909897694,0,0
107,9.937664642104401,3.915074646828878,1,0
108,9.632898100966342,4.383754870408361,0,0
109,9.645322238134387,5.008227064821355,0,0
110,10.394676793470213,4.382592094128901,1,0
111,9.884886765076349,4.0772591104015525,0,0
112,9.788441480852887,3.6767428744919384,0,0
113,9.82875443582929,3.821746347303218,0,0
114,9.458217363054134,3.93865169710587,0,0
115,9.972050376101063,4.6713605879937745,0,0
116,9.982210729712344,4.3867203292601245,1,0
117,9.7690665725485,5.091669697477856,0,0
118,9.994075555143565,4.789373923431719,0,0
119,10.097951638382103,4.143489781733693,0,0
120,9.155126759388587,3.6954891718469836,0,0
121,10.076779226886506,3.4692862178610984,0,0
122,10.44856277734019,4.212103497609162,0,0
123,9.818962876262354,4.043329164497486,0,0
124,9.538958636552454,4.846380928390636,0,0
125,10.206880010588444,4.000237975351756,0,0
126,10.25536631976973,3.777027036904043,0,0
127,9.337581655203948,3.837676804708485,0,0
128,10.075454617912223,3.913157494934469,0,0
129,10.364760358493054,4.201148033803047,0,0
130,10.242601519564898,4.054774478538522,0,0
131,9.636172882191516,4.090989930904742,0,0
132,9.499577071363584,5.054828557898055,0,0
133,9.763425466144987,3.850414776971102,0,0
134,9.891371287656343,3.916751190489368,0,0
135,9.723075754559273,4.916589074369498,1,0
136,9.88186158322112,4.368274540714306,1,0
137,9.703187126524897,3.4821233464234385,1,0
138,9.974144755229869,4.534223922397495,0,0
139,10.112395447944126,3.9968476496151695,0,0
140,10.376356851395142,4.193223230718581,0,0
141,10.182976345811236,4.773557610235148,0,0
142,9.508348191386823,3.3616561251641266,0,0
143,9.994060427017422,4.7359194921812495,0,0
144,9.78773108637935,3.6775832058679985,0,0
145,9.820015424571691,4.484589769301796,0,0
146,9.41813246684469,4.0048014383477755,0,0
147,9.735762640704639,3.905630620923793,0,0
148,9.317124014469945,3.9328701608714627,0,0
149,9.662419936335139,4.17016819961894,0,0
150,9.783461654675794,4.1909804633176835,0,0
151,10.183149512616247,4.364593998846552,0,0
152,9.613076361586051,4.0140736744740195,0,0
153,9.749822198619118,4.863572229910885,1,0
154,9.719168376628462,3.964340552643374,0,0
155,10.16218858341064,3.8951086884028965,0,0
156,10.114166422563637,4.287312220822799,0,0
157,9.737994190353957,4.548337219136386,0,0
158,9.752953058557205,3.3952801084912108,0,0
159,10.039525506829719,3.0189245314832327,0,0
160,9.808783602562869,3.8033500426779194,0,0
161,9.229953111712636,3.388341294293542,1,0
162,10.155950708665534,4.191931514744733,0,0
163,9.664735825446202,5.046117128435208,0,0
164,9.740764643234453,4.770667615197607,1,0
165,9.500160675468411,4.562988195773872,1,0
166,9.021662049051601,4.561411502254628,0,0
167,9.426151092444284,3.6242458122933163,0,0
168,9.857857627072073,4.6329506547258,0,0
169,9.715317532231346,4.5077417327691585,1,0
170,9.887284426005639,4.214461655759777,1,0
171,9.927060019802513,3.599804132938329,1,0
172,9.688260088413625,3.651256498823245,0,0
173,9.452478738503233,3.7490590489840354,0,0
174,9.692197262706905,4.037484352769144,0,0
175,10.414469754821356,4.223988682887167,0,0
176,10.577315489364882,3.9702175777186444,1,0
177,9.94866708188175,5.045790660743523,0,0
178,10.116757079172517,4.353899723201208,0,0
179,9.949168330110904,5.060584445132468,0,0
180,10.257157031376156,4.57598207033537,0,0
181,9.81085509523456,3.21184513163363,0,0
182,9.400095010964122,4.541810721864676,0,0
183,9.608889731613115,4.162782490046509,0,0
184,9.885531105606757,4.823727631215909,0,0
185,9.466074479294795,4.749576211592888,0,0
186,9.786543180351947,4.627357724229225,0,0
187,9.577201299242843,4.387259008240185,0,0
188,9.483739485463136,3.999646721527839,0,0
189,9.90887100773104,3.547406404336646,1,0
190,9.928386734534863,4.327937114357571,0,0
191,9.730697684915217,5.033933905109759,0,0
192,10.018545407961952,3.6456334084471687,0,0
